CITY,COUNTY,Atlas_Total_Disaster_Declarations,POPULATION,Infra_Airports_Total,Infra_Airports_In_Floodplain_2025,Infra_Airports_Pct_2025,Infra_Airports_In_Floodplain_2050,Infra_Airports_Pct_2050,Infra_Hospitals_Total,Infra_Hospitals_In_Floodplain_2025,Infra_Hospitals_Pct_2025,Infra_Hospitals_In_Floodplain_2050,Infra_Hospitals_Pct_2050,Infra_Contaminated_Sites_Total,Infra_Contaminated_Sites_In_Floodplain_2025,Infra_Contaminated_Sites_Pct_2025,Infra_Contaminated_Sites_In_Floodplain_2050,Infra_Contaminated_Sites_Pct_2050,Infra_Libraries_Total,Infra_Libraries_In_Floodplain_2025,Infra_Libraries_Pct_2025,Infra_Libraries_In_Floodplain_2050,Infra_Libraries_Pct_2050,Infra_Parks_Total,Infra_Parks_In_Floodplain_2025,Infra_Parks_Pct_2025,Infra_Parks_In_Floodplain_2050,Infra_Parks_Pct_2050,Infra_Power_Plants_Total,Infra_Power_Plants_In_Floodplain_2025,Infra_Power_Plants_Pct_2025,Infra_Power_Plants_In_Floodplain_2050,Infra_Power_Plants_Pct_2050,Infra_Schools_Total,Infra_Schools_In_Floodplain_2025,Infra_Schools_Pct_2025,Infra_Schools_In_Floodplain_2050,Infra_Schools_Pct_2050,Infra_Hazardous_Waste_Total,Infra_Hazardous_Waste_In_Floodplain_2025,Infra_Hazardous_Waste_Pct_2025,Infra_Hazardous_Waste_In_Floodplain_2050,Infra_Hazardous_Waste_Pct_2050,Infra_Landfills_Total,Infra_Landfills_In_Floodplain_2025,Infra_Landfills_Pct_2025,Infra_Landfills_In_Floodplain_2050,Infra_Landfills_Pct_2050,Infra_Superfund_Sites_Total,Infra_Superfund_Sites_In_Floodplain_2025,Infra_Superfund_Sites_Pct_2025,Infra_Superfund_Sites_In_Floodplain_2050,Infra_Superfund_Sites_Pct_2050,Infra_Wastewater_Treatment_Total,Infra_Wastewater_Treatment_In_Floodplain_2025,Infra_Wastewater_Treatment_Pct_2025,Infra_Wastewater_Treatment_In_Floodplain_2050,Infra_Wastewater_Treatment_Pct_2050,Infra_Police_Stations_Total,Infra_Police_Stations_In_Floodplain_2025,Infra_Police_Stations_Pct_2025,Infra_Police_Stations_In_Floodplain_2050,Infra_Police_Stations_Pct_2050,Infra_Fire_Departments_Total,Infra_Fire_Departments_In_Floodplain_2025,Infra_Fire_Departments_Pct_2025,Infra_Fire_Departments_In_Floodplain_2050,Infra_Fire_Departments_Pct_2050,County_FEMA_Total,County_FEMA_Per_Capita,County_SVI_2022,blueacres,OUTREACH_TIER,PRIORITY_RANK,Fact1,Fact2,Fact3
Ramsey Borough,Bergen,8,"15,003",0,,0.00%,,0.00%,0,,0.00%,,0.00%,12,,0.00%,3,25.00%,1,1,100.00%,1,100.00%,3,3,100.00%,3,100.00%,0,,0.00%,,0.00%,8,,0.00%,3,37.50%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,125,"<strong>5 assets (19.2%)</strong> sit in flood zones today. That rises to 11 (42.3%), <strong>more than doubling exposure and adding 6 facilities by 2050</strong>.",,
Randolph Township,Morris,9,"26,780",0,,0.00%,,0.00%,0,,0.00%,,0.00%,11,3,27.27%,3,27.27%,1,,0.00%,,0.00%,3,3,100.00%,3,100.00%,1,,0.00%,,0.00%,10,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,83623155,164,0.17,,C_LOWER_URGENCY,372,"<strong>6 assets (19.4%)</strong> already sit in flood zones, a level that holds through 2050.",,
Raritan Borough,Somerset,7,"8,584",0,,0.00%,,0.00%,0,,0.00%,,0.00%,11,3,27.27%,5,45.45%,1,,0.00%,,0.00%,6,1,16.67%,1,16.67%,5,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,,0.00%,,0.00%,75802442,220,0.19,,C_LOWER_URGENCY,371,"<strong>4 assets (13.8%)</strong> sit in flood zones today. That rises to 6 (20.7%), <strong>adding 2 facilities by 2050</strong>.",,
Raritan Township,Hunterdon,6,"25,288",0,,0.00%,,0.00%,1,,0.00%,,0.00%,17,1,5.88%,3,17.65%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,5,1,20.00%,1,20.00%,11,,0.00%,1,9.09%,3,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,3,2,66.67%,2,66.67%,27296680,211,0.04,,C_LOWER_URGENCY,345,"<strong>6 assets (13.6%)</strong> sit in flood zones today. That rises to 9 (20.5%), <strong>adding 3 facilities by 2050</strong>.",Raritan Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Raritan Township's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.
Readington Township,Hunterdon,6,"16,371",2,,0.00%,,0.00%,0,,0.00%,,0.00%,17,,0.00%,1,5.88%,2,,0.00%,,0.00%,4,4,100.00%,4,100.00%,0,,0.00%,,0.00%,6,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,2,100.00%,2,100.00%,1,,0.00%,,0.00%,5,,0.00%,,0.00%,27296680,211,0.04,,C_LOWER_URGENCY,361,"<strong>6 assets (15.4%)</strong> sit in flood zones today. That rises to 7 (17.9%), <strong>adding 1 facilities by 2050</strong>.",,
Red Bank Borough,Monmouth,6,"12,830",0,,0.00%,,0.00%,2,,0.00%,1,50.00%,26,5,19.23%,5,19.23%,1,,0.00%,1,100.00%,7,2,28.57%,2,28.57%,0,,0.00%,,0.00%,6,1,16.67%,1,16.67%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,6,,0.00%,,0.00%,327555966,509,0.21,,C_LOWER_URGENCY,333,"<strong>8 assets (16%)</strong> sit in flood zones today. That rises to 11 (22%), <strong>adding 3 facilities by 2050</strong>.",Red Bank Borough's <strong>only landfill</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.,
Ridgefield Borough,Bergen,8,"11,666",0,,0.00%,,0.00%,0,,0.00%,,0.00%,22,8,36.36%,15,68.18%,1,,0.00%,,0.00%,4,3,75.00%,3,75.00%,1,1,100.00%,1,100.00%,4,1,25.00%,2,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,1,33.33%,386547358,406,0.44,,B_UNDER_RADAR,46,"<strong>13 assets (36.1%)</strong> sit in flood zones today. That rises to 22 (61.1%), <strong>pushing over half (61.1%) of the city's public assets into flood risk by 2050</strong>.",Ridgefield Borough's <strong>only power plant</strong> is already in a flood zone today and remains at risk through 2050.,
Ridgefield Park Village,Bergen,8,"13,400",0,,0.00%,,0.00%,0,,0.00%,,0.00%,14,4,28.57%,10,71.43%,1,,0.00%,,0.00%,8,4,50.00%,6,75.00%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,3,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,5,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,62,"<strong>9 assets (24.3%)</strong> sit in flood zones today. That rises to 19 (51.4%), <strong>more than doubling exposure and putting 51.4% of the city's public assets at risk by 2050</strong>.",,
Ridgewood Village,Bergen,8,"26,701",0,,0.00%,,0.00%,1,,0.00%,,0.00%,23,2,8.70%,4,17.39%,1,,0.00%,1,100.00%,8,3,37.50%,5,62.50%,0,,0.00%,,0.00%,13,1,7.69%,2,15.38%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,2,1,50.00%,1,50.00%,386547358,406,0.44,,B_UNDER_RADAR,74,"<strong>10 assets (19.6%)</strong> sit in flood zones today. That rises to 16 (31.4%), <strong>adding 6 facilities by 2050</strong>.",Ridgewood Village's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Ridgewood Village's <strong>only solid & hazardous waste site</strong> is already in a flood zone today and remains at risk through 2050.
Ringwood Borough,Passaic,7,"11,762",0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,,0.00%,2,28.57%,1,,0.00%,1,100.00%,4,2,50.00%,4,100.00%,0,,0.00%,,0.00%,4,,0.00%,1,25.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,2,100.00%,1,,0.00%,,0.00%,3,1,33.33%,1,33.33%,68625167,132,0.91,,B_UNDER_RADAR,124,"<strong>4 assets (16%)</strong> sit in flood zones today. That rises to 11 (44%), <strong>more than doubling exposure and adding 7 facilities by 2050</strong>.",,
River Edge Borough,Bergen,8,"12,235",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,1,20.00%,1,,0.00%,,0.00%,4,2,50.00%,2,50.00%,0,,0.00%,,0.00%,8,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,2,1,50.00%,1,50.00%,386547358,406,0.44,,C_LOWER_URGENCY,414,"<strong>3 assets (14.3%)</strong> sit in flood zones today. That rises to 4 (19%), <strong>adding 1 facilities by 2050</strong>.",,
River Vale Township,Bergen,8,"10,407",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,1,20.00%,2,40.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,,0.00%,1,50.00%,386547358,406,0.44,,B_UNDER_RADAR,215,"<strong>2 assets (15.4%)</strong> sit in flood zones today. That rises to 5 (38.5%), <strong>more than doubling exposure and adding 3 facilities by 2050</strong>.",,
Riverdale Borough,Morris,9,"4,142",0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,1,33.33%,3,100.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,83623155,164,0.17,,B_UNDER_RADAR,235,"<strong>2 assets (20%)</strong> sit in flood zones today. That rises to 4 (40%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Riverside Township,Burlington,8,"8,146",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,3,75.00%,4,100.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,21195327,46,0.24,,B_UNDER_RADAR,210,"<strong>4 assets (36.4%)</strong> sit in flood zones today. That rises to 5 (45.5%), <strong>adding 1 facilities by 2050</strong>.",Riverside Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Riverton Borough,Burlington,8,"2,816",0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,2,,0.00%,2,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,1,,0.00%,1,100.00%,21195327,46,0.24,,B_UNDER_RADAR,145,"<strong>3 assets (33.3%)</strong> sit in flood zones today. That rises to 9 (100%), <strong>more than doubling exposure and putting 100% of the city's public assets at risk by 2050</strong>.",Riverton Borough's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Robbinsville Township,Mercer,6,"15,928",1,,0.00%,,0.00%,0,,0.00%,,0.00%,10,,0.00%,1,10.00%,1,,0.00%,,0.00%,20,3,15.00%,3,15.00%,4,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,32332311,84,0.74,,C_LOWER_URGENCY,393,"<strong>4 assets (9.8%)</strong> sit in flood zones today. That rises to 5 (12.2%), <strong>adding 1 facilities by 2050</strong>.",,
Rochelle Park Township,Bergen,8,"6,002",0,,0.00%,,0.00%,1,,0.00%,,0.00%,13,4,30.77%,7,53.85%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,122,"<strong>8 assets (40%)</strong> sit in flood zones today. That rises to 11 (55%), <strong>pushing over half (55%) of the city's public assets into flood risk by 2050</strong>.",,
Rockaway Borough,Morris,9,"6,651",0,,0.00%,,0.00%,0,,0.00%,,0.00%,13,3,23.08%,7,53.85%,1,,0.00%,,0.00%,6,3,50.00%,4,66.67%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,83623155,164,0.17,,B_UNDER_RADAR,89,"<strong>7 assets (24.1%)</strong> sit in flood zones today. That rises to 14 (48.3%), <strong>more than doubling exposure and adding 7 facilities by 2050</strong>.",Rockaway Borough's <strong>only Superfund site</strong> is already in a flood zone today and remains at risk through 2050.,
Rockaway Township,Morris,9,"26,893",0,,0.00%,,0.00%,0,,0.00%,,0.00%,17,5,29.41%,8,47.06%,2,1,50.00%,1,50.00%,15,4,26.67%,6,40.00%,1,,0.00%,,0.00%,9,,0.00%,1,11.11%,2,,0.00%,1,50.00%,2,,0.00%,,0.00%,3,1,33.33%,1,33.33%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,7,1,14.29%,2,28.57%,83623155,164,0.17,,B_UNDER_RADAR,58,"<strong>12 assets (20.3%)</strong> sit in flood zones today. That rises to 20 (33.9%), <strong>adding 8 facilities by 2050</strong>.",,
Rockleigh Borough,Bergen,8,406,0,,0.00%,,0.00%,0,,0.00%,,0.00%,3,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,386547358,406,0.44,,C_LOWER_URGENCY,534,,,
Rocky Hill Borough,Somerset,7,755,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,1,,0.00%,,0.00%,4,3,75.00%,3,75.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,75802442,220,0.19,,B_UNDER_RADAR,259,"<strong>3 assets (33.3%)</strong> already sit in flood zones, a level that holds through 2050.",,
Roosevelt Borough,Monmouth,6,802,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,327555966,509,0.21,,B_UNDER_RADAR,281,"<strong>1 assets (33.3%)</strong> already sit in flood zones, a level that holds through 2050.",,
Roseland Borough,Essex,8,"6,370",0,,0.00%,,0.00%,0,,0.00%,,0.00%,10,,0.00%,4,40.00%,1,,0.00%,,0.00%,3,3,100.00%,3,100.00%,3,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,89468673,105,0.94,,B_UNDER_RADAR,176,"<strong>3 assets (15%)</strong> sit in flood zones today. That rises to 8 (40%), <strong>more than doubling exposure and adding 5 facilities by 2050</strong>.",,
Roselle Borough,Union,6,"23,064",0,,0.00%,,0.00%,0,,0.00%,,0.00%,22,3,13.64%,10,45.45%,1,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,11,,0.00%,5,45.45%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,1,100.00%,91288452,160,0.81,,B_UNDER_RADAR,69,"<strong>4 assets (10.8%)</strong> sit in flood zones today. That rises to 17 (45.9%), <strong>more than doubling exposure and adding 13 facilities by 2050</strong>.",,
Roselle Park Borough,Union,6,"14,390",0,,0.00%,,0.00%,0,,0.00%,,0.00%,18,,0.00%,9,50.00%,1,,0.00%,1,100.00%,3,,0.00%,3,100.00%,0,,0.00%,,0.00%,5,,0.00%,4,80.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,3,,0.00%,,0.00%,91288452,160,0.81,,B_UNDER_RADAR,64,"No public assets sit in flood zones today, but <strong>18 (58.1%) become exposed by 2050</strong>.",,
Roxbury Township,Morris,9,"23,397",0,,0.00%,,0.00%,0,,0.00%,,0.00%,28,,0.00%,4,14.29%,1,,0.00%,,0.00%,8,4,50.00%,6,75.00%,0,,0.00%,,0.00%,11,,0.00%,3,27.27%,3,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,,0.00%,,0.00%,2,,0.00%,1,50.00%,83623155,164,0.17,,C_LOWER_URGENCY,312,"<strong>5 assets (8.6%)</strong> sit in flood zones today. That rises to 15 (25.9%), <strong>more than doubling exposure and adding 10 facilities by 2050</strong>.",Roxbury Township's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,
Rumson Borough,Monmouth,6,"7,191",0,,0.00%,,0.00%,0,,0.00%,,0.00%,5,,0.00%,2,40.00%,1,,0.00%,,0.00%,8,5,62.50%,6,75.00%,0,,0.00%,,0.00%,6,,0.00%,1,16.67%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,,0.00%,1,50.00%,327555966,509,0.21,,B_UNDER_RADAR,123,"<strong>6 assets (26.1%)</strong> sit in flood zones today. That rises to 11 (47.8%), <strong>adding 5 facilities by 2050</strong>.",,
Runnemede Borough,Camden,5,"8,425",0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,2,28.57%,2,28.57%,1,,0.00%,,0.00%,6,2,33.33%,2,33.33%,0,,0.00%,,0.00%,5,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,10643598,20,0.78,,C_LOWER_URGENCY,415,"<strong>4 assets (19%)</strong> already sit in flood zones, a level that holds through 2050.",,
Rutherford Borough,Bergen,8,"19,214",0,,0.00%,,0.00%,0,,0.00%,,0.00%,14,3,21.43%,6,42.86%,1,,0.00%,,0.00%,6,3,50.00%,4,66.67%,0,,0.00%,,0.00%,7,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,3,,0.00%,,0.00%,386547358,406,0.44,,B_UNDER_RADAR,131,"<strong>7 assets (21.2%)</strong> sit in flood zones today. That rises to 11 (33.3%), <strong>adding 4 facilities by 2050</strong>.",Rutherford Borough's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Saddle Brook Township,Bergen,8,"14,516",0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,27,3,11.11%,14,51.85%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,7,2,28.57%,3,42.86%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,3,1,33.33%,2,66.67%,386547358,406,0.44,,B_UNDER_RADAR,43,"<strong>8 assets (19%)</strong> sit in flood zones today. That rises to 23 (54.8%), <strong>more than doubling exposure and putting 54.8% of the city's public assets at risk by 2050</strong>.",Saddle Brook Township's <strong>only hospital</strong> is already in a flood zone today and remains at risk through 2050.,Saddle Brook Township's <strong>only power plant</strong> moves from no flood exposure to <strong>full exposure by 2050</strong>.
Saddle River Borough,Bergen,8,"3,443",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,2,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,,0.00%,1,100.00%,386547358,406,0.44,,B_UNDER_RADAR,254,"<strong>2 assets (28.6%)</strong> sit in flood zones today. That rises to 3 (42.9%), <strong>adding 1 facilities by 2050</strong>.",,
Salem City,Salem,6,"5,369",0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,5,2,40.00%,5,100.00%,1,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,3,1,33.33%,2,66.67%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,,0.00%,,0.00%,3,1,33.33%,2,66.67%,5624464,87,0.67,,B_UNDER_RADAR,97,"<strong>8 assets (42.1%)</strong> sit in flood zones today. That rises to 13 (68.4%), <strong>pushing over half (68.4%) of the city's public assets into flood risk by 2050</strong>.",Salem City's <strong>only wastewater treatment center</strong> is already in a flood zone today and remains at risk through 2050.,Salem City's <strong>only hospital</strong> is already in a flood zone today and remains at risk through 2050.
Sandyston Township,Sussex,7,"2,022",0,,0.00%,,0.00%,0,,0.00%,,0.00%,6,1,16.67%,2,33.33%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,,0.00%,1,50.00%,13164892,91,0.05,,B_UNDER_RADAR,263,"<strong>1 assets (10%)</strong> sit in flood zones today. That rises to 3 (30%), <strong>more than doubling exposure and adding 2 facilities by 2050</strong>.",,
Sayreville Borough,Middlesex,6,"47,165",0,,0.00%,,0.00%,0,,0.00%,,0.00%,38,8,21.05%,10,26.32%,1,,0.00%,,0.00%,17,5,29.41%,7,41.18%,7,1,14.29%,2,28.57%,10,,0.00%,,0.00%,0,,0.00%,,0.00%,4,,0.00%,1,25.00%,2,1,50.00%,2,100.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,4,,0.00%,,0.00%,332881646,387,0.66,,C_LOWER_URGENCY,293,"<strong>15 assets (17.6%)</strong> sit in flood zones today. That rises to 22 (25.9%), <strong>adding 7 facilities by 2050</strong>.",,
Scotch Plains Township,Union,6,"25,223",0,,0.00%,,0.00%,0,,0.00%,,0.00%,10,3,30.00%,3,30.00%,1,,0.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,21,1,4.76%,3,14.29%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,2,,0.00%,1,50.00%,91288452,160,0.81,,C_LOWER_URGENCY,336,"<strong>5 assets (13.5%)</strong> sit in flood zones today. That rises to 10 (27%), <strong>more than doubling exposure and adding 5 facilities by 2050</strong>.",,
Sea Bright Borough,Monmouth,6,"1,445",0,,0.00%,,0.00%,0,,0.00%,,0.00%,4,4,100.00%,4,100.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,1,100.00%,1,1,100.00%,1,100.00%,327555966,509,0.21,,B_UNDER_RADAR,161,"<strong>7 assets (87.5%)</strong> sit in flood zones today. That rises to 8 (100%), <strong>100% of the city's public assets exposed by 2050</strong>, among the highest exposure in the state.",,
Sea Girt Borough,Monmouth,6,"1,874",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,1,50.00%,1,50.00%,1,,0.00%,,0.00%,4,4,100.00%,4,100.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,,0.00%,,0.00%,1,,0.00%,,0.00%,327555966,509,0.21,,B_UNDER_RADAR,206,"<strong>5 assets (50%)</strong> already sit in flood zones, a level that holds through 2050.",,
Sea Isle City,Cape May,8,"2,122",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,2,2,100.00%,2,100.00%,54653243,573,0.35,,B_UNDER_RADAR,181,"<strong>7 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",Sea Isle City's <strong>only landfill</strong> is already in a flood zone today and remains at risk through 2050.,
Seaside Heights Borough,Ocean,6,"2,522",0,,0.00%,,0.00%,0,,0.00%,,0.00%,2,2,100.00%,2,100.00%,0,,0.00%,,0.00%,4,4,100.00%,4,100.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,278969403,437,0.41,,B_UNDER_RADAR,132,"<strong>10 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",Seaside Heights Borough's <strong>only power plant</strong> is already in a flood zone today and remains at risk through 2050.,
Seaside Park Borough,Ocean,6,"2,058",0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,7,7,100.00%,7,100.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,0,,0.00%,,0.00%,1,1,100.00%,1,100.00%,1,1,100.00%,1,100.00%,278969403,437,0.41,,B_UNDER_RADAR,146,"<strong>9 assets (100%)</strong> already sit in flood zones, a level that holds through 2050.",,
